END-PLACA,MAP,CUSTOM_LABEL
M1-001,1,N1-L01-1-DF-CORR FRENTE S PRIMA PR-TE-PE
M1-002,1,N1-L01-002-MZ-LOJA 011-TE--PE
M1-003,1,N1-L01-003-DF-ALIMENT LADO TERRA-TE-PE
M1-004,1,N1-L01-004-DF-ALIMENT LADO TERRA-TE-PE
M1-005,1,N1-L01-005-DF-SAGUAO DESEMB-TE-PE
M1-006,1,UNUSED
M1-007,1,N1-L01-007-DF-CIRCULACAO DESEMB-TE-PE
M1-008,1,N1-L01-008-DF-CIRCULACAO DESEMB-TE-PE
M1-009,1,N1-L01-009-DF-CIRCULACAO DESEMB-TE-PE
M1-010,1,N1-L01-010-DF-CIRCULACAO DESEMB-TE-PE
M1-011,1,N1-L01-011-DF-SAGUAO DESEMB -TE-PE
M1-012,1,N1-L01-012-DF-ALIMENT LADO TERRA-TE-PE
M1-013,1,N1-L01-013-MZ-ALIMENT LADO TERRA-TE-PE
M1-014,1,N1-L01-014-AM-CIRCULACAO DESEMB-TE-PE
M1-015,1,N1-L01-015-DF-CIRCULACAO DESEMB-TE-PE
M1-016,1,N1-L01-016-DF-WC FEM-TE-PE
M1-017,1,N1-L01-017-DF-WC FEM DEFIC-TE-PE
M1-018,1,N1-L01-018-DF-FRALDARIO-TE-PE
M1-019,1,N1-L01-019-DF-WC MAS DEFIC-TE-PE
M1-020,1,N1-L01-020-DF-BALCAO REST BAG-TE-PE
M1-021,1,N1-L01-021-DF-POLICIA MILITAR-TE-PE
M1-022,1,N1-L01-022-DF-CIRCULACAO WC-TE-PE
M1-023,1,N1-L01-023-DF-CIRCULACAO WC-TE-PE
M1-024,1,N1-L01-024-MR-ESC ROLANTE-TE-PE
M1-025,1,N1-L01-025-MR-ESC ROLANTE-TE-PE
M1-026,1,N1-L01-026-DF-ESC ROLANTE-TE-PE
M1-027,1,N1-L01-027-MZ-LOJA 005-TE-PE
M1-028,1,N1-L01-028-DF-BALCAO REST BAG-TE-PE
M1-029,1,N1-L01-029-DF- REST BAG-TE-PE
M1-030,1,N1-L01-030-DF-PM DORM -TE-PE
M1-031,1,N1-L01-031-DF-POLICIA MILITAR-TE-PE
M1-032,1,N1-L01-032-MZ-X-TE-PE
M1-033,1,N1-L01-033-DF-WC-POLICIA MILITAR-TE-PE
M1-034,1,N1-L01-034-DF-WC-POLICIA MILITAR-TE-PE
M1-035,1,N1-L01-035-DF-POLICIA MILITAR-TE-PE
M1-036,1,N1-L01-036-DF-POLICIA MILITAR-TE-PE
M1-037,1,N1-L01-037-DF-POLICIA MILITAR-TE-PE
M1-038,1,N1-L01-038-DF-POLICIA MILITAR-TE-PE
M1-039,1,N1-L01-039-DF-POLICIA MILITAR-TE-PE
M1-040,1,N1-L01-040-DF-POLICIA MILITAR-TE-PE
M1-041,1,N1-L01-041-DF-POLICIA MILITAR-TE-PE
M1-042,1,N1-L01-042-DF-POLICIA MILITAR-TE-PE
M1-043,1,N1-L01-043-DF-POLICIA MILITAR-TE-PE
M1-044,1,UNUSED
M1-045,1,UNUSED
M1-046,1,N1-L01-046-DF-POLICIA MILITAR-TE-PE
M1-047,1,N1-L01-047-DF-POLICIA MILITAR-TE-PE
M1-048,1,N1-L01-048-DF-POLICIA MILITAR-TE-PE
M1-049,1,N1-L01-049-DF-POLICIA MILITAR-TE-PE
M1-050,1,N1-L01-050-DF-POLICIA MILITAR-TE-PE
M1-051,1,N1-L01-051-DF-POLICIA MILITAR-TE-PE
M1-052,1,N1-L01-052-DF-WC FEM-ENFERMARIA-TE-PE
M1-053,1,N1-L01-053-DF-WC MAS-ENFERMARIA-TE-PE
M1-054,1,UNUSED
M1-055,1,N1-L01-055-DF-POLICIA MILITAR-TE-PE
M1-056,1,N1-L01-056-DF-CIRCULACAO-TE-PE
M1-057,1,N1-L01-057-DF-CIRCULACAO-TE-PE
M1-058,1,N1-L01-058-DF-CIRCULACAO-TE-PE
M1-059,1,N1-L01-059-DF-CIRCULACAO-TE-PE
M1-060,1,N1-L01-060-DF-CIRCULACAO-TE-PE
M1-061,1,N1-L01-61-ALARME FM 200 S PRIMARIA-TE-PE
M1-062,1,N1-L01-062-DF-SALA PRIMARIA-TE-PE
M1-063,1,N1-L01-63-MZ-TE-PE
M1-064,1,N1-L01-64-AM-CORREDOR- SAIDA EMERG-TE-PE
M1-065,1,N1-L01-65-DF-CORREDOR SAIDA EMERG-TE-PE
M1-066,1,UNUSED
M1-067,1,N1-L01-067-DF-CASA MAQUINAS-TE-PE
M1-068,1,N1-L01-068-DF-SALA TECNICA 03-TE-PE
M1-069,1,N1-L01-069-DF-EF-SALA TECNICA 03-TE-PE
M1-070,1,UNUSED
M1-071,1,N1-L01-069-DF-EP-SALA TECNICA 03-TE-PE
M1-072,1,UNUSED
M1-073,1,UNUSED
M1-074,1,N1-L01-074-DF-EF-SALA TECNICA 01-TE-PE
M1-075,1,N1-L01-075-DF-SALA TECNICA 01-TE-PE
M1-076,1,N1-L01-076-MZ-DESEMBARQUE-TE-PE
M1-077,1,N1-L01-077-AM-REST BAGAGEM-TE-PE
M1-078,1,N1-L01-078-DF-S TEC ELT PRIMARY -TE-PE
M1-079,1,N1-L01-79-DF-EF-S TEC ELT PRIMARY -TE-PE
M1-080,1,N1-L01-080-AM-REST BAGAGEM-TE-PE
M1-081,1,N1-L01-081-DF-SALA TECNICA 02-TE-PE
M1-082,1,N1-L01-082-DF-EF-SALA TECNICA 02-TE-PE
M1-083,1,N1-L01-083-AM-BHS001-TE-PE
M1-084,1,UNUSED
M1-085,1,UNUSED
M1-086,1,N1-L01-086-AM-BHS001-TE-PE
M1-087,1,UNUSED
M1-088,1,UNUSED
M1-089,1,UNUSED
M1-090,1,N1-L01-090-AM-BHS001-TE-PE
M1-091,1,UNUSED
M1-092,1,UNUSED
M1-093,1,UNUSED
M1-094,1,UNUSED
M1-095,1,UNUSED
M1-096,1,N1-L01-096-DF-WC FEM-TE-PE
M1-097,1,UNUSED
M1-098,1,N1-L01-098-MR-ALIMENT LADO TERRA-TE-PE
M1-099,1,N1-L01-099-MZ-ALIMENT LADO TERRA-TE-PE
M1-100,1,N1-L01-100-MZ-ALIMENT LADO TERRA-TE-PE
M1-101,1,N1-L01-101-DF-BHS001-TE-PE
M1-102,1,N1-L01-102-DF-BHS001-TE-PE
M1-103,1,N1-L01-103-DF-BHS001-TE-PE
M1-104,1,N1-L01-104-AM-BHS001-TE-PE
M1-105,1,N1-L01-105-DF-BHS001-TE-PE
M1-106,1,N1-L01-106-DF-BHS001-TE-PE
M1-107,1,UNUSED
M1-108,1,N1-L01-108-DF-BHS001-TE-PE
M1-109,1,N1-L01-109-AM-BHS001-TE-PE
M1-110,1,N1-L01-110-DF-BHS001-TE-PE
M1-111,1,N1-L01-111-DF-BHS001-TE-PE
M1-112,1,N1-L01-112-AM-BHS001-TE-PE
M1-113,1,N1-L01-113-DF-REST BAGAGEM-TE-PE
M1-114,1,UNUSED
M1-115,1,N1-L01-115-AM-REST BAGAGEM-TE-PE
M1-116,1,N1-L01-116-AM-REST BAGAGEM-TE-PE
M1-117,1,N1-L01-117-DF-REST BAGAGEM-TE-PE
M1-118,1,N1-L01-118-AM-REST BAGAGEM-TE-PE
M1-119,1,N1-L01-119-DF-REST BAGAGEM-TE-PE
M1-120,1,UNUSED
M1-121,1,UNUSED
M1-122,1,UNUSED
M1-123,1,N1-L01-123-DF-WC MAS-TE-PE
M1-124,1,N1-L01-124-DF-WC MAS-TE-PE
M1-125,1,N1-L01-125-DF-WC MAS DEF-TE-PE
M1-126,1,UNUSED
M1-127,1,N1-L01-127-DF-WC HALL-TE-PE
M1-128,1,N1-L01-128-DF-WC FEM-TE-PE
M1-129,1,N1-L01-129-DF-WC DEF-TE-PE
M1-130,1,N1-L01-130-DF-SL DISPONIVEL-TE-PE
M1-131,1,N1-L01-131-DF-WC FEM-TE-PE
M1-132,1,N1-L01-132-DF-CARRINHOS DE BAG-TE-PE
M1-133,1,N1-L01-133-DF-CARRINHOS DE BAG-TE-PE
M1-134,1,N1-L01-134-DF-REST BAGAGEM-TE-PE
M1-135,1,N1-L01-135-DF-REST BAGAGEM-TE-PE
M1-136,1,N1-L01-136-DF-REST BAGAGEM-TE-PE
M1-137,1,N1-L01-137-DF-REST BAGAGEM-TE-PE
M1-138,1,N1-L01-138-DF-REST BAGAGEM-TE-PE
M1-139,1,N1-L01-139-DF-REST BAGAGEM-TE-PE
M1-140,1,N1-L01-140-DF-REST BAGAGEM-TE-PE
M1-141,1,N1-L01-141-DF-DESEMB DOMESTICO-TE-PE
M1-142,1,UNUSED
M1-143,1,N1-L01-143-DF-SL RECONCILIACAO-TE-PE
M1-144,1,N1-L01-144-DF-CORREDOR-TE-PE
M1-145,1,N1-L01-145-DF-SL TECNICA-TE-PE
M1-146,1,N1-L01-146-DF-X-TE-PE
M1-147,1,N1-L01-147-DF-DISPONIVEL-TE-PE
M1-148,1,UNUSED
M1-149,1,N1-L01-149-DF-RAMPA-TE-PE
M1-150,1,N1-L01-150-DF-AREA TECNICA-TE-PE
M1-151,1,N1-L01-151-DF-WC SL RECONCILIACAO-TE-PE
M1-152,1,N1-L01-152-DF- REST BAGAGEM DOMEST-TE-PE
M1-153,1,N1-L01-153-DF-SL RECONCILIACAO-TE-PE
M1-154,1,N1-L01-154-DF-CORREDOR-TE-PE
M1-155,1,N1-L01-155-DF-SL TECNICA-TE-PE
M1-156,1,N1-L01-156-DF-SALA AV 006-TE-PE
M1-157,1,N1-L01-157-DF-ESCADA ROL-TE-PE
M1-158,1,N1-L01-158-MR-ESCADA ROL-TE-PE
M1-159,1,N1-L01-159-MR-ESCADA ROL-TE-PE
M1-160,1,N1-L01-160-DF-BHS001-TE-PE
M1-161,1,N1-L01-161-DF-BHS001-TE-PE
M1-162,1,N1-L01-162-MI-BHS001-TE-PE
M1-163,1,N1-L01-163-DF-SALA AR CONDIC SM111-TE-PE
M1-164,1,N1-L01-164-DF-BHS001-TE-PE
M1-165,1,N1-L01-165-DF-BHS001-TE-PE
M1-166,1,N1-L01-166-DF-BHS001-TE-PE
M1-167,1,N1-L01-167-DF-WC FEM-TE-PE
M1-168,1,N1-L01-168-DF-WC-TE-PE
M1-169,1,N1-L01-169-DF-WC PNE FEM-TE-PE
M1-170,1,N1-L01-170-DF-WC-TE-PE
M1-171,1,N1-L01-171-MZ-X-TE-PE
M1-172,1,N1-L01-172-DF-SL TEC ELT 06-TE-PE
M1-173,1,N1-L01-173-DF-SCADA 001-TE-PE
M1-174,1,N1-L01-174-DF-SCADA 001-TE-PE
M1-175,1,N1-L01-175-DF-SL TECNICA 10-TE-PE
M1-176,1,N1-L01-176-DF-SL TECNICA-TE-PE
M1-177,1,UNUSED
M1-178,1,N1-L01-178-DF-WC-TE-PE
M1-179,1,N1-L01-179-DF-DESEMB INT-TE-PE
M1-180,1,N1-L01-180-DF-WC DEF-TE-PE
M1-181,1,N1-L01-181-DF-WC MAS-TE-PE
M1-182,1,N1-L01-182-DF-WC FEM-TE-PE
M1-183,1,N1-L01-183-DF-WC FEM-TE-PE
M1-184,1,N1-L01-184-DF-WC DEF-TE-PE
M1-185,1,N1-L01-185-DF-DESEMB INT-TE-PE
M1-186,1,N1-L01-186-DF-SL TEC ELT 06-TE-PE
M1-187,1,N1-L01-187-AM-AREA DESEM INTER-TE-PE
M1-188,1,N1-L01-188-DF-DESEMB INT REMOTO-TE-PE
M1-189,1,N1-L01-189-DF-FILAS IMIGRACAO-TE-PE
M1-190,1,N1-L01-190-DF- CIRC IMIGRACAO-TE-PE
M1-191,1,N1-L01-191-DF-CIRC IMIGRACAO-TE-PE
M1-192,1,N1-L01-192-DF-CIRC IMIGRACAO-TE-PE
M1-193,1,N1-L01-193-DF-CIRC IMIGRACAO-TE-PE
M1-194,1,N1-L01-194-DF-CIRC IMIGRACAO-TE-PE
M1-195,1,N1-L01-195-DF-CIRC IMIGRACAO-TE-PE
M1-196,1,N1-L01-196-DF-SL POL FEDERAL-TE-PE
M1-197,1,N1-L01-197-DF-SL POL FEDERAL-TE-PE
M1-198,1,N1-L01-198-DF-SL TEC ELT 05-TE-PE
M1-199,1,N1-L01-199-DF-SL POL FEDERAL-TE-PE
M1-200,1,N1-L01-200-DF-RECEPCAO-TE-PE
M1-201,1,N1-L01-201-DF-RECEPCAO-TE-PE
M1-202,1,N1-L01-202-DF-DESEMB INT-TE-PE
M1-203,1,N1-L01-203-DF-SL DE SEGURANCA-TE-PE
M1-204,1,N1-L01-204-DF-LOJA DESEMB-TE-PE
M1-205,1,N1-L01-205-DF-BANHEIRO POL FED-TE-PE
M1-206,1,N1-L01-206-DF-BANHEIRO POL FED-TE-PE
M1-207,1,N1-L01-207-DF-BANHEIRO POL FED-TE-PE
M1-208,1,N1-L01-208-DF-BANHEIRO POL FED-TE-PE
M1-209,1,N1-L01-209-DF-BANHEIRO POL FED-TE-PE
M1-210,1,N1-L01-210-DF-BANHEIRO POL FED-TE-PE
M1-211,1,N1-L01-211-DF-CIRCULACAO-TE-PE
M1-212,1,N1-L01-212-DF-CIRCULACAO-TE-PE
M1-213,1,N1-L01-213-DF-BANHEIRO-TE-PE
M1-214,1,N1-L01-214-DF-BANHEIRO-TE-PE
M1-215,1,N1-L01-215-DF-BANHEIRO-TE-PE
M1-216,1,N1-L01-216-DF-CORRREDOR POL FED-TE-PE
M1-217,1,N1-L01-217-DF-CORRREDOR POL FED-TE-PE
M1-218,1,N1-L01-218-DF-BANHEIRO-TE-PE
M1-219,1,N1-L01-219-DF-BANHEIRO-TE-PE
M1-220,1,N1-L01-220-DF-X-TE-PE
M1-221,1,N1-L01-221-DF-DESEMB INTERNACIONAL-TE-PE
M1-222,1,N1-L01-222-DF-DESEMB INTERNACIONAL-TE-PE
M1-223,1,N1-L01-223-DF-DESEMB INTERNACIONAL-TE-PE
M1-224,1,N1-L01-224-DF-DESEMB INTERNACIONAL-TE-PE
M1-225,1,N1-L01-225-DF-DESEMB INTERNACIONAL-TE-PE
M1-226,1,N1-L01-226-DF-DESEMB INTERNACIONAL-TE-PE
M1-227,1,N1-L01-227-DF-DESEMB INTERNACIONAL-TE-PE
M1-228,1,N1-L01-228-DF-DESEMB INTERNACIONAL-TE-PE
M1-229,1,N1-L01-229-DF-DESEMB INTERNACIONAL-TE-PE
M1-230,1,N1-L01-230-DF-DESEMB INTERNACIONAL-TE-PE
M1-231,1,N1-L01-231-DF-DESEMB INTERNACIONAL-TE-PE
M1-232,1,N1-L01-232-DF-DESEMB INTERNACIONAL-TE-PE
M1-233,1,N1-L01-233-DF-DESEMB INTERNACIONAL-TE-PE
M1-234,1,N1-L01-234-MR-CIRC IMIGRACAO-TE-PE
M1-235,1,UNUSED
M1-236,1,N1-L01-236-DF-BANHEIRO-TE-PE
M1-237,1,N1-L01-237-DF-BANHEIRO-TE-PE
M1-238,1,N1-L01-238-DF-BANHEIRO-TE-PE
M1-239,1,UNUSED
M1-240,1,N1-L01-240-DF-BHS001-TE-PE
M1-241,1,N1-L01-141-DF-BHS001-TE-PE
M1-242,1,N1-L01-242-DF-WC MAS-TE-PE
M1-243,1,N1-L01-243-DF-WC MAS-TE-PE
M1-244,1,N1-L01-244-DF-WC FEM-TE-PE
M1-245,1,UNUSED
M1-246,1,UNUSED
M1-247,1,UNUSED
M1-248,1,N1-L01-248-DF-SALA PRIMARIA-TE-PE
M1-249,1,N1-L01-249-DF-SALA PRIMARIA-TE-PE
M1-250,1,N1-L01-250-DF-SALA PRIMARIA-TE-PE
M2-001,2,N1-L02-001-DF-SL DESEMB DOMESTICO-TE-PE
M2-002,2,N1-L02-002-DF-SL DESEMB DOMESTICO-TE-PE
M2-003,2,N1-L02-003-DF-SL DESEMB DOMESTICO-TE-PE
M2-004,2,N1-L02-004-DF-SL DESEMB DOMESTICO-TE-PE
M2-005,2,N1-L02-005-DF-SL DESEMB DOMESTICO-TE-PE
M2-006,2,N1-L02-006-DF-SL DESEMB DOMESTICO-TE-PE
M2-007,2,N1-L02-007-DF-SL DESEMB DOMESTICO-TE-PE
M2-008,2,N1-L02-008-DF-SL REVERSIVEL-TE-PE
M2-009,2,N1-L02-009-DF-SL REVERSIVEL-TE-PE
M2-010,2,N1-L02-010-DF-SL REVERSIVEL-TE-PE
M2-011,2,N1-L02-011-DF-SL REVERSIVEL-TE-PE
M2-012,2,N1-L02-012-DF-SL POLICIA FEDERAL-TE-PE
M2-013,2,N1-L02-013-DF-SL DESEMB INTER-TE-PE
M2-014,2,N1-L02-014-DF-SL DESEMB INTER-TE-PE
M2-015,2,N1-L02-015-AM-SL DESEMB INTER-TE-PE
M2-016,2,N1-L02-016-DF-SL TECNICA-TE-PE
M2-017,2,N1-L02-017-DF-SL TECNICA-TE-PE
M2-018,2,N1-L02-018-DF-SL APOIO-TE-PE
M2-019,2,N1-L02-019-DF-SL APOIO-TE-PE
M2-020,2,N1-L02-020-DF-WC004-TE-PE
M2-021,2,N1-L02-021-DF-WC004-TE-PE
M2-022,2,N1-L02-022-DF-WC004-TE-PE
M2-023,2,N1-L02-023-DF-WC004-TE-PE
M2-024,2,N1-L02-024-DF-DFR001-TE-PE
M2-025,2,N1-L02-025-DF-WC004-TE-PE
M2-026,2,N1-L02-026-MZ-TE-PE
M2-027,2,N1-L02-027-DF-ESC LINHA AEREAS-TE-PE
M2-028,2,N1-L02-028-DF-ESC LINHA AEREAS-TE-PE
M2-029,2,N1-L02-029-DF-SL TECNICA-TE-PE
M2-030,2,N1-L02-030-DF-SL TECNICA-TE-PE
M2-031,2,N1-L02-031-DF-SL TECNICA-TE-PE
M2-032,2,N1-L02-32-MZ-DESEMBARQUE-TE-PE
M2-033,2,N1-L02-033-MZ-LOJA DFR 001-TE-PE
M2-034,2,N1-L02-034-DF-ADUANA-TE-PE
M2-035,2,N1-L02-035-DF-ADUANA-TE-PE
M2-036,2,N1-L02-036-DF-ADUANA-TE-PE
M2-037,2,N1-L02-037-DF-ADUANA-TE-PE
M2-038,2,N1-L02-038-DF-ADUANA-TE-PE
M2-039,2,N1-L02-039-DF-ADUANA-TE-PE
M2-040,2,N1-L02-040-DF-ADUANA-TE-PE
M2-041,2,N1-L02-041-DF-ADUANA-TE-PE
M2-042,2,N1-L02-042-DF-FILAS ADUANA-TE-PE
M2-043,2,N1-L02-043-DF-FILAS ADUANA-TE-PE
M2-044,2,N1-L02-044-DF-SL DESEMB INTER-TE-PE
M2-045,2,N1-L02-045-DF-SL DESEMB INTER-TE-PE
M2-046,2,N1-L02-046-DF-SL DESEMB INTER-TE-PE
M2-047,2,N1-L02-047-DF-CARRINHO DE BAGAGEM-TE-PE
M2-048,2,N1-L02-048-DF-COMPANHIA AER-TE-PE
M2-049,2,N1-L02-049-DF-COMPANHIA AER-TE-PE
M2-050,2,N1-L02-050-DF-COMPANHIA AER-TE-PE
M2-051,2,N1-L02-051-DF-COMPANHIA AER-TE-PE
M2-052,2,N1-L02-052-DF-COMPANHIA AER-TE-PE
M2-053,2,N1-L02-053-DF-COMPANHIA AER-TE-PE
M2-054,2,N1-L02-054-AM-COMPANHIA AER-TE-PE
M2-055,2,N1-L02-055-DF-SL REVERSIVEL-TE-PE
M2-056,2,N1-L02-056-DF-WC MASCULINO-TE-PE
M2-057,2,N1-L02-057-DF-SL TECNICA-TE-PE
M2-058,2,N1-L02-058-DF-SL TECNICA-TE-PE
M2-059,2,N1-L02-059-DF-CORREDOR DE BAGAGEM-TE-PE
M2-060,2,N1-L02-060-DF-CORREDOR DE BAGAGEM-TE-PE
M2-061,2,N1-L02-061-DF-EMBARQUE ARMADO-TE-PE
M2-062,2,N1-L02-062-DF-EMBARQUE ARMADO-TE-PE
M2-063,2,N1-L02-063-DF-WC-TE-PE
M2-064,2,N1-L02-064-DF-WC-TE-PE
M2-065,2,N1-L02-065-DF-WC-TE-PE
M2-066,2,N1-L02-066-DF-WC-TE-PE
M2-067,2,N1-L02-067-DF-WC-TE-PE
M2-068,2,N1-L02-068-DF-WC-TE-PE
M2-069,2,N1-L02-069-DF-SL REC FEDERAL-TE-PE
M2-070,2,N1-L02-070-DF-SL REC FEDERAL-TE-PE
M2-071,2,N1-L02-071-DF-WC-TE-PE
M2-072,2,N1-L02-072-DF-WC-TE-PE
M2-073,2,N1-L02-073-DF-SL DISPONIVEL-TE-PE
M2-074,2,N1-L02-074-DF-SL DISPONIVEL-TE-PE
M2-075,2,N1-L02-075-DF-SL DISPONIVEL-TE-PE
M2-076,2,N1-L02-076-DF-SL DISPONIVEL-TE-PE
M2-077,2,N1-L02-077-DF-CORREDOR REC FEDERAL-TE-PE
M2-078,2,N1-L02-078-DF-CORREDOR REC FEDERAL-TE-PE
M2-079,2,N1-L02-079-DF-SL REC FEDERAL-TE-PE
M2-080,2,N1-L02-080-DF-SL REC FEDERAL-TE-PE
M2-081,2,N1-L02-081-DF-CORREDOR DE BAGAGEM-TE-PE
M2-082,2,N1-L02-082-DF-CORREDOR DE BAGAGEM-TE-PE
M2-083,2,N1-L02-083-DF-SL REC FEDERAL-TE-PE
M2-084,2,N1-L02-084-DF-SL REC FEDERAL-TE-PE
M2-085,2,N1-L02-085-DF-SL REC FEDERAL-TE-PE
M2-086,2,N1-L02-086-DF-SL REC FEDERAL-TE-PE
M2-087,2,N1-L02-087-DF-SL REC FEDERAL-TE-PE
M2-088,2,N1-L02-088-DF-SL REC FEDERAL-TE-PE
M2-089,2,N1-L02-089-DF-SL REC FEDERAL-TE-PE
M2-090,2,N1-L02-090-DF-SL REC FEDERAL-TE-PE
M2-091,2,N1-L02-091-DF-SL REC FEDERAL-TE-PE
M2-092,2,N1-L02-092-DF-LOJAS DESEMB LT-TE-PE
M2-093,2,N1-L02-093-DF-LOJAS DESEMB LT-TE-PE
M2-094,2,N1-L02-094-DF-LOJAS DESEMB LT-TE-PE
M2-095,2,N1-L02-095-DF-LOJAS DESEMB LT-TE-PE
M2-096,2,N1-L02-096-DF-LOJAS DESEMB LT-TE-PE
M2-097,2,N1-L02-097-DF-SL TEC105-TE-PE
M2-098,2,N1-L02-098-MZ-RLS 001-TE-PE
M2-099,2,N1-L02-099-DF-WC001-TE-PE
M2-100,2,N1-L02-100-DF-WC001-TE-PE
M2-101,2,N1-L02-101-DF-WC001-TE-PE
M2-102,2,N1-L02-102-DF-LOJAS DESEMB LT-TE-PE
M2-103,2,N1-L02-103-DF-CORREDOR BAGAGEM -TE-PE
M2-104,2,N1-L02-104-AM-LOJAS DESEMB LT-TE-PE
M2-105,2,N1-L02-105-DF-CIRCULACAO-TE-PE
M2-106,2,N1-L02-106-DF-X-TE-PE
M2-107,2,N1-L02-107-DF-CIRCULACAO-TE-PE
M2-108,2,N1-L02-108-MR-ESC ROLANTE-TE-PE
M2-109,2,N1-L02-109-DF-ESC ROLANTE-TE-PE
M2-110,2,N1-L02-110-AM-DHP01 SAGUAO EMBARQU-1P-PE
M2-111,2,N1-L02-111-DF-ESC ROLANTE-TE-PE
M2-112,2,N1-L02-112-DF-X-TE-PE
M2-113,2,N1-L02-113-AM- DESEMB LT-TE-PE
M2-114,2,N1-L02-114-DF- DESEMB LT-TE-PE
M2-115,2,N1-L02-115-DF- DESEMB LT-TE-PE
M2-116,2,N1-L02-116-DF- DESEMB LT-TE-PE
M2-117,2,N1-L02-117-AM-SALA TECNICA 105-1P-PE
M2-118,2,N1-L02-118-DF-SALA TECNICA 105-1P-PE
M2-119,2,N1-L02-119-DF-SALA TECNICA 105-1P-PE
M2-120,2,N1-L02-120-DF- DESEMB LT-TE-PE
M2-121,2,N1-L02-121-MZ-LOJA DESEMB LT-TE-PE
M2-122,2,N1-L02-122-AM- DESEMB LT-TE-PE
M2-123,2,N1-L02-123-DF-CORREDOR BAGAGEM -TE-PE
M2-124,2,N1-L02-124-DF- DESEMB LT-TE-PE
M2-125,2,N1-L02-125-DF-DESEMB LT-TE-PE
M2-126,2,N1-L02-126-DF- DESEMB LT-TE-PE
M2-127,2,N1-L02-127-MI-DESEMBARQUE-TE-PE
M2-128,2,N1-L02-128-DF- DESEMB LT-TE-PE
M2-129,2,N1-L02-129-MR-ESC ROLANTE-TE-PE
M2-130,2,N1-L02-130-DF-X-TE-PE
M2-131,2,N1-L02-131-DF-ESC ROLANTE-TE-PE
M2-132,2,N1-L02-132-DF-CIRCULACAO-TE-PE
M2-133,2,N1-L02-133-AM- DESEMB LT-TE-PE
M2-134,2,N1-L02-134-DF-X-TE-PE
M2-135,2,N1-L02-135-DF-WC-TE-PE
M2-136,2,UNUSED
M2-137,2,N1-L02-137-DF-ANVISA-TE-PE
M2-138,2,N1-L02-138-DF-ANVISA-TE-PE
M2-139,2,N1-L02-139-DF-AGM MIN AGRICULTURA-TE-PE
M2-140,2,N1-L02-140-DF-AGM MIN AGRICULTURA-TE-PE
M2-141,2,N1-L02-141-DF-ANAC ATEND PUBLICO-TE-PE
M2-142,2,N1-L02-142-DF-ANAC ATEND PUBLICO-TE-PE
M2-143,2,N1-L02-143-DF-CORREDOR BAGAGEM-TE-PE
M2-144,2,N1-L02-144-DF-CORREDOR BAGAGEM-TE-PE
M2-145,2,N1-L02-145-DF-SL DISPONIVEL-TE-PE
M2-146,2,N1-L02-146-DF-SL DISPONIVEL-TE-PE
M2-147,2,N1-L02-147-DF-RECEPCAO-TE-PE
M2-148,2,N1-L02-148-DF-CORREDOR WC-TE-PE
M2-149,2,N1-L02-149-DF-CORREDOR WC-TE-PE
M2-150,2,N1-L02-150-DF-WC-TE-PE
M2-151,2,N1-L02-151-DF-WC-TE-PE
M2-152,2,N1-L02-152-DF-WC-TE-PE
M2-153,2,N1-L02-153-DF-WC-TE-PE
M2-154,2,N1-L02-154-DF-CORREDOR BAGAGEM-TE-PE
M2-155,2,N1-L02-155-DF-CORREDOR BAGAGEM-TE-PE
M2-156,2,N1-L02-156-DF-AGM MIN AGRICULTURA-TE-PE
M2-157,2,N1-L02-157-DF-AGM MIN AGRICULTURA-TE-PE
M2-158,2,UNUSED
M2-159,2,UNUSED
M2-160,2,N1-L02-160-DF-AGM MIN AGRICULTURA-TE-PE
M2-161,2,N1-L02-161-DF-ESC ANVISA-TE-PE
M2-162,2,N1-L02-162-DF-CORREDOR WC-TE-PE
M2-163,2,N1-L02-163-DF-CORREDOR WC-TE-PE
M2-164,2,N1-L02-164-DF-WC-TE-PE
M2-165,2,N1-L02-165-DF-WC-TE-PE
M2-166,2,N1-L02-166-DF-SALA REVERSIVEL-TE-PE
M2-167,2,N1-L02-167-DF-SL REVERSIVEL-TE-PE
M2-168,2,N1-L02-168-AM-SL REVERSIVEL-TE-PE
M2-169,2,N1-L02-169-DF-LOJA DESEMB LADO AR-TE-PE
M2-170,2,N1-L02-170-DF-LOJA DESEMB LADO AR-TE-PE
M2-171,2,UNUSED
M2-172,2,UNUSED
M2-173,2,N1-L02-173-DF-LOJA DESEMB LT-TE-PE
M2-174,2,N1-L02-174-DF-CIRCULACAO-TE-PE
M2-175,2,N1-L02-175-MZ-LOJA LOJA DESEMB LT-TE-PE
M2-176,2,N1-L02-176-DF-SL DESEMB INTER-TE-PE
M2-177,2,N1-L02-177-MZ-LOJA LOJA DESEMB LT-TE-PE
M2-178,2,N1-L02-178-MZ-LOJA DESEMBAR-TE-PE
M2-179,2,N1-L02-179-MZ-LOJA FLS 004-TE-PE
M2-180,2,UNUSED
M2-181,2,UNUSED
M2-182,2,N1-L02-182-MZ-LOJA-TE-PE
M2-183,2,UNUSED
M2-184,2,N1-L02-184-DF-SL DESEMB DOMESTICO-TE-PE
M2-185,2,N1-L02-185-DF-SL DESEMB DOMESTICO-TE-PE
M2-186,2,N1-L02-186-DF-SL DESEMB DOMESTICO-TE-PE
M2-187,2,N1-L02-187-MZ-DESEMBARQUE-TE-PE
